,cell_name,cell_num,cluster,electrical_length_lamda,length_um,part_name,person
0,Hipp1,0.0,cluster2,1.5201044671114745,222.7792032181816,basal_terminals,P1
1,Hipp1,0.0,cluster2,1.0260415635046283,150.522473509173,basal_terminals,P1
2,Hipp1,0.0,cluster2,2.305340220468229,287.12176954376935,basal_terminals,P1
3,Hipp1,0.0,cluster2,1.855319690783444,295.2319850944977,basal_terminals,P1
4,Hipp1,0.0,cluster2,1.6440423123219168,245.94998048841822,basal_terminals,P1
5,Hipp1,0.0,cluster2,2.0213311357774715,287.6624388543953,basal_terminals,P1
6,Hipp1,0.0,cluster2,2.216913397769758,262.8755128926702,basal_terminals,P1
7,Hipp1,0.0,cluster2,3.2781061514467207,299.2242073135747,basal_terminals,P1
8,Hipp1,0.0,cluster2,1.7494513024481742,266.6326003588011,basal_terminals,P1
9,Hipp1,0.0,cluster2,1.9129826563199521,297.19651947400075,basal_terminals,P1
10,Hipp1,0.0,cluster2,1.1472609959740108,197.18468308105366,basal_terminals,P1
11,Hipp1,0.0,cluster2,1.9169592645417426,235.6655204438798,basal_terminals,P1
12,Hipp1,0.0,cluster2,1.6122298670769875,207.23225937977242,basal_terminals,P1
13,Hipp1,0.0,cluster2,2.367236597162765,317.7292156416121,basal_terminals,P1
14,Hipp1,0.0,cluster2,2.2393021654281813,317.7645420998228,basal_terminals,P1
15,Hipp1,0.0,cluster2,2.401043797408161,337.1189427737673,basal_terminals,P1
16,Hipp1,0.0,cluster2,1.2359183284768072,209.7483292472241,basal_terminals,P1
17,Hipp1,0.0,cluster2,1.273918239393942,213.805834547025,basal_terminals,P1
18,Hipp1,0.0,cluster2,1.8285646316147184,302.9211451107415,basal_terminals,P1
19,Hipp1,0.0,cluster2,0.6847422237090705,148.35656497945007,basal_terminals,P1
20,Hipp1,0.0,cluster2,0.8362450194042381,162.60617078127993,basal_terminals,P1
21,Hipp1,0.0,cluster2,1.6540784765308005,214.75418454394364,basal_terminals,P1
22,Hipp1,0.0,cluster2,2.368882052748959,262.3861382766144,basal_terminals,P1
23,Hipp1,0.0,cluster2,1.7352254075785838,203.2617972480482,basal_terminals,P1
24,Hipp1,0.0,cluster2,1.8387421910366617,275.9029307671331,basal_terminals,P1
25,Hipp1,0.0,cluster2,1.728705758374208,267.61980351242335,basal_terminals,P1
26,Hipp1,0.0,cluster2,1.0568762424155054,140.87319744802184,basal_terminals,P1
27,Hipp1,0.0,cluster2,0.6584274419936736,98.32814719944628,basal_terminals,P1
28,Hipp1,0.0,cluster2,0.6623630912588001,107.7721822341083,basal_terminals,P1
29,Hipp1,0.0,cluster2,2.539160437735139,282.88974345646363,basal_terminals,P1
30,Hipp1,0.0,cluster2,2.9736173736400056,323.4274388100075,basal_terminals,P1
31,Hipp1,0.0,cluster2,2.926517426975842,319.03270337998526,basal_terminals,P1
32,Hipp1,0.0,cluster2,2.293858940839929,290.1051947286447,basal_terminals,P1
33,Hipp1,0.0,cluster2,2.1946948377054234,273.74542043816535,basal_terminals,P1
34,Hipp1,0.0,cluster2,2.140765665561191,297.47006983902384,basal_terminals,P1
35,Hipp1,0.0,cluster2,0.8365730479015174,145.96677433010186,basal_terminals,P1
36,Hipp1,0.0,cluster2,0.43285327378740246,96.66282805249186,basal_terminals,P1
37,Hipp1,0.0,cluster2,0.5703144169849643,117.92455541009572,basal_terminals,P1
38,Hipp1,0.0,cluster2,2.6052852627880507,340.2877185260351,basal_terminals,P1
39,Hipp1,0.0,cluster2,0.6760478576263723,122.38699874754731,basal_terminals,P1
40,Hipp1,0.0,cluster2,2.286236612637441,302.59963269855854,basal_terminals,P1
41,Hipp1,0.0,cluster2,2.336945035290243,298.33663456584645,basal_terminals,P1
42,Hipp1,0.0,cluster2,1.6069454911064833,197.313315279127,basal_terminals,P1
43,Hipp1,0.0,cluster2,2.234949856888264,310.4138557368184,basal_terminals,P1
44,Hipp1,0.0,cluster2,1.8304816430065056,234.25142266027157,basal_terminals,P1
45,Hipp1,0.0,cluster2,0.3568799333824019,88.30907696916672,basal_terminals,P1
46,Hipp1,0.0,cluster2,1.0671472130165442,170.72763231469702,basal_terminals,P1
47,Hipp1,0.0,cluster2,0.7496666883494684,127.49545552465308,basal_terminals,P1
48,Hipp1,0.0,cluster2,1.5769403021813664,194.5346972645712,basal_terminals,P1
49,Hipp1,0.0,cluster2,1.674468017935922,223.9406964591547,basal_terminals,P1
50,Hipp1,0.0,cluster2,0.5500938780515223,136.75050256735392,obliqe_terminals,P1
51,Hipp1,0.0,cluster2,0.5528213725153603,137.28146798265408,obliqe_terminals,P1
52,Hipp1,0.0,cluster2,0.5397816448306614,129.05109359899234,obliqe_terminals,P1
53,Hipp1,0.0,cluster2,1.9358751554644191,274.87726953574753,obliqe_terminals,P1
54,Hipp1,0.0,cluster2,1.7599165995038164,251.1183484390786,obliqe_terminals,P1
55,Hipp1,0.0,cluster2,3.108992483067302,365.4661626849343,obliqe_terminals,P1
56,Hipp1,0.0,cluster2,1.216012194854099,249.06811595845375,obliqe_terminals,P1
57,Hipp1,0.0,cluster2,0.6920840786881486,144.14225037894602,obliqe_terminals,P1
58,Hipp1,0.0,cluster2,2.5193875908290435,311.45676740679414,obliqe_terminals,P1
59,Hipp1,0.0,cluster2,2.2922761020929587,290.67148308182783,obliqe_terminals,P1
60,Hipp1,0.0,cluster2,1.9941993269201477,257.6342827557896,obliqe_terminals,P1
61,Hipp1,0.0,cluster2,1.9094108742018892,272.56662848263676,obliqe_terminals,P1
