,cell_name,cell_num,cluster,electrical_length_lamda,length_um,part_name,person
0,Hipp1,0,cluster2,0.39693470266634,222.779203218182,basal_terminals,P1
1,Hipp1,0,cluster2,0.262757389343595,150.522473509173,basal_terminals,P1
2,Hipp1,0,cluster2,0.560496624773944,287.121769543769,basal_terminals,P1
3,Hipp1,0,cluster2,0.509351599085389,295.231985094498,basal_terminals,P1
4,Hipp1,0,cluster2,0.433946624477086,245.949980488418,basal_terminals,P1
5,Hipp1,0,cluster2,0.523320603075991,287.662438854395,basal_terminals,P1
6,Hipp1,0,cluster2,0.521501552243805,262.87551289267,basal_terminals,P1
7,Hipp1,0,cluster2,0.682756667648608,299.224207313575,basal_terminals,P1
8,Hipp1,0,cluster2,0.46973813898163,266.632600358801,basal_terminals,P1
9,Hipp1,0,cluster2,0.520750150086203,297.196519474001,basal_terminals,P1
10,Hipp1,0,cluster2,0.323449486836083,197.184683081054,basal_terminals,P1
11,Hipp1,0,cluster2,0.457543370959851,235.66552044388,basal_terminals,P1
12,Hipp1,0,cluster2,0.390996697327466,207.232259379772,basal_terminals,P1
13,Hipp1,0,cluster2,0.59924031570703,317.729215641612,basal_terminals,P1
14,Hipp1,0,cluster2,0.583840728606899,317.764542099823,basal_terminals,P1
15,Hipp1,0,cluster2,0.623736632553686,337.118942773767,basal_terminals,P1
16,Hipp1,0,cluster2,0.346045863375656,209.748329247224,basal_terminals,P1
17,Hipp1,0,cluster2,0.354856088815434,213.805834547025,basal_terminals,P1
18,Hipp1,0,cluster2,0.513105502373136,302.921145110741,basal_terminals,P1
19,Hipp1,0,cluster2,0.214031362862817,148.35656497945,basal_terminals,P1
20,Hipp1,0,cluster2,0.247753499827281,162.60617078128,basal_terminals,P1
21,Hipp1,0,cluster2,0.405487076353943,214.754184543944,basal_terminals,P1
22,Hipp1,0,cluster2,0.542649625052922,262.386138276614,basal_terminals,P1
23,Hipp1,0,cluster2,0.404129271361248,203.261797248048,basal_terminals,P1
24,Hipp1,0,cluster2,0.489265882048191,275.902930767133,basal_terminals,P1
25,Hipp1,0,cluster2,0.467406797559587,267.619803512423,basal_terminals,P1
26,Hipp1,0,cluster2,0.257572119996201,140.873197448022,basal_terminals,P1
27,Hipp1,0,cluster2,0.165161288132118,98.3281471994463,basal_terminals,P1
28,Hipp1,0,cluster2,0.17565397898813,107.772182234108,basal_terminals,P1
29,Hipp1,0,cluster2,0.585746800328648,282.889743456464,basal_terminals,P1
30,Hipp1,0,cluster2,0.680885284244961,323.427438810008,basal_terminals,P1
31,Hipp1,0,cluster2,0.670571301238124,319.032703379985,basal_terminals,P1
32,Hipp1,0,cluster2,0.561345507082107,290.105194728645,basal_terminals,P1
33,Hipp1,0,cluster2,0.531439688391332,273.745420438165,basal_terminals,P1
34,Hipp1,0,cluster2,0.550676105344683,297.470069839024,basal_terminals,P1
35,Hipp1,0,cluster2,0.233143831828128,145.966774330102,basal_terminals,P1
36,Hipp1,0,cluster2,0.133129876188984,96.6628280524919,basal_terminals,P1
37,Hipp1,0,cluster2,0.172905628097432,117.924555410096,basal_terminals,P1
38,Hipp1,0,cluster2,0.651405667320776,340.287718526035,basal_terminals,P1
39,Hipp1,0,cluster2,0.190622983319275,122.386998747547,basal_terminals,P1
40,Hipp1,0,cluster2,0.574352710893627,302.599632698559,basal_terminals,P1
41,Hipp1,0,cluster2,0.576592910301312,298.336634565846,basal_terminals,P1
42,Hipp1,0,cluster2,0.382903977283168,197.313315279127,basal_terminals,P1
43,Hipp1,0,cluster2,0.576250372954726,310.413855736818,basal_terminals,P1
44,Hipp1,0,cluster2,0.448261397806997,234.251422660272,basal_terminals,P1
45,Hipp1,0,cluster2,0.119994829240701,88.3090769691667,basal_terminals,P1
46,Hipp1,0,cluster2,0.288375088445025,170.727632314697,basal_terminals,P1
47,Hipp1,0,cluster2,0.205425772716967,127.495455524653,basal_terminals,P1
48,Hipp1,0,cluster2,0.376854779899603,194.534697264571,basal_terminals,P1
49,Hipp1,0,cluster2,0.419152800897036,223.940696459155,basal_terminals,P1
50,Hipp1,0,cluster2,0.195487592748042,136.750502567354,obliqe_terminals,P1
51,Hipp1,0,cluster2,0.19637009251493,137.281467982654,obliqe_terminals,P1
52,Hipp1,0,cluster2,0.187805163919528,129.051093598992,obliqe_terminals,P1
53,Hipp1,0,cluster2,0.501422811621659,274.877269535748,obliqe_terminals,P1
54,Hipp1,0,cluster2,0.455211977481344,251.118348439079,obliqe_terminals,P1
55,Hipp1,0,cluster2,0.739014889576944,365.466162684934,obliqe_terminals,P1
56,Hipp1,0,cluster2,0.389498011332993,249.068115958454,obliqe_terminals,P1
57,Hipp1,0,cluster2,0.218466199085909,144.142250378946,obliqe_terminals,P1
58,Hipp1,0,cluster2,0.605166826905354,311.456767406794,obliqe_terminals,P1
59,Hipp1,0,cluster2,0.555695260190683,290.671483081828,obliqe_terminals,P1
60,Hipp1,0,cluster2,0.483753592973435,257.63428275579,obliqe_terminals,P1
61,Hipp1,0,cluster2,0.489306390430203,272.566628482637,obliqe_terminals,P1
62,Hipp1,0,cluster2,0.500506416355386,281.969143038065,obliqe_terminals,P1
63,Hipp1,0,cluster2,0.607976679712935,330.526192345076,obliqe_terminals,P1
64,Hipp1,0,cluster2,0.467353489984138,256.511869963853,obliqe_terminals,P1
65,Hipp1,0,cluster2,0.505645065455221,267.302890870601,obliqe_terminals,P1
66,Hipp1,0,cluster2,0.389387415537817,277.667536421924,obliqe_terminals,P1
67,Hipp1,0,cluster2,0.362819361725462,260.450426811392,obliqe_terminals,P1
